 hanâ ; féstoyer  à  l'occasion  de  quelque  chose  (cf.  han) 
 kâcâ ; fuir avec quelque chose, mettre à l'abri (cf. han)
 olâ ; cuire  quelque  chose  (cf.  ötr) 
 sehnyinâ ; se  réjouir  de  quelque  chose  (cf.  sehnyin) 
 vëëtâ ; se  battre  avec  quelque  chose  (cf.  vëët) 
 walakâ ; jouer  avec  quelque  chose,  jouer  à  quelque  chose  (cf.  walak) 
 âc 1 ; arracher 
 höc  ++  ;
 âc  ke  gögölö ; arracher  une  fibre  sur  la  nervure  centrale  de  la  palme  de  cocotier 
 höc  gögölö ; arracher  des  fibres  sur.. 
 âc 2; creuser 
 hök  ++  ;
 âc  ke  thop ; creuser  un  trou
 hök thop; creuser  des  trous 
 ba- ; préfixe : bout  de,  pousse  de,  bouture  de 
 baanginy ; bout  de  branche 
 badeetr ; bouture  de  patate  douce 
 badrem ; pousse  de  Breynia  disticha,  Euphorbiacée 
 bahatong ;  bouture  de  taro  d'eau 
 bakonying ;  plant  de  taro 
 basei ; fleur  signifie  aussi  ce  qui  s'échappe,  ce  qui  déborde 
 bahime ; urine 
 bahingolo ; débordement 
 basäân  ; vapeur  (qui  sort) 
 baa- ; a.  préfixe  des  noms  de  doigts 
 baanyen ; son  doigt  de  main 
 baacaan ; son  doigt  de  pied 
 baathap ; index 
 baaxoûo ; médius 
 baawakeiat ; petit  doigt,  auriculaire  b.  préfixe  de  numération  (correspond  à  la  palme  des  cing  doigts) 
 baaxaca ; cinq 
 baalo ; dix 
 baakun ; quinze 
 baavëk ; vingt 
 babaji ; déchiré,  en  loques   
 e  babaji  anyâm  ûxaaû ; ta  chemise  est  déchirée 
 babu ; manchot 
 babuen ; bout  de  la  corde,  plumet  (de  la  fronde) 
 babuen  koloû ; plumet  de  fronde 
 baacaan ; son  doigt  de  pied,  son  orteil 
 jee  baacaak ; mes  orteils 
 jee  baacaam ; tes- (cf.  baa-  et  caan) 
 bada ; plante : Strobilopanax  macracarpus,  Araliacée 
 ibada ; un  pied  de  — 
 bademëkan ; a.  sourcils  b.  mot  employé  pour  désigner  les  tas  d'ignames  dans  les  cérémonies  coutumières 
 hon  li  bademëkan ; son  arcade  sourcilière  (cf.  mëkan) 
 badeetr; bouture  de  patate  douce  (cf.  ba-  et  -deetr) 
 badröu ; dans :
 hna  badröu ; foyer  (cf.  dröu)  
 baga  ; de  sexe  mâle,  homme 
 bû  baga; roussette  mâle                     
 xoto  baga ; coq
 obaga ; les  hommes
 bii  baga ; faire  le  malin,  jouer  les  durs
 baginy  ;" oiseau  ""perruche  d'Ouvéa"",  Eunymphicus  cornutus  uveaensis"
 bagot; ver  de  sable  utilisé  comme  amorce 
 bahajien ; mauvaise  odeur
 bahelö ;" oiseau-moine,  ""grive"" : Philemon  diemenensis"
 bahimë ; urine
 tangen bahimë ; vessie  (cf.  ba-  et  himë)
 baaholee ;" oiseau : ""aigle"",  Haliastur  sphenurus,  ou  ""épervier"",  Accipiter  fasciatus  vigilax"
 bahoot ; plante : Delarbrea  collina,  Araliacée
 ibahoot ; pied  de —
 bahläân ; flamme
 tûâ but bahlâân !; souffle  sur  la  flamme  (pour  l'eteindre) !  (cf.  ba-  et  hlâ)
 bai ; maman ! (vocatif)  
 baitr mahai ; récolte des premières  ignames  walei  (Dioscorea  esculenta) 
 adree caa tiga baitre mahai ; on  n'a  pas  encore  récolté  les  premières  walei
 bajebenyin  ; son  aile     
 hmwelen  bajebenyin; son  aisselle  (cf.  benyin)
 baakun ; quinze
 baakun ke nua xaca ; seize  
 baakun ke nua lo; dix-sept
 baakun ke nua kun; dix-huit 
 baakun  ke  nua  vëk ; dix-neuf  (cf.  baa-  et  kun) 
 balaa ; continuellement,  sans  s'arrêter 
 ame  he  balaa  dhö; il  continue  à  avancer 
 anyâ  balaa ; continuer  à  faire  quelque  chose 
 e  hiaa  balaa ; il  n'est  toujours  pas  là 
 balainoon ; l'os  de  sa  hanche  (cf.  balainu) 
 balainu ; pétiole,  base  de  la  palme  de  cocotier 
 ubalainu ; un  pétiole  coupé  (sert  de  raquette) 
 balââk ;" poulie  (sur  le  mât)  (anglais  ""block"") "
 bale ;" plante  (français  ""'balai"")"
 bale  papaale ; Sida  acuta  Burm.  f.,  Malvacée
 baletr 1 ; larve  de  cétoine  (coléoptère)  qui  vit  en  terre
 baletr 2 ; petit  poisson  qu'on  trouve  dans  les  puits
 baletr 3 ; crochet  pour  attraper  les  fruits  (cocos,  etc.) 
 baalo ; dix  (cf.  baa-  et  Lo) 
 balua ; définitivement,  complètement,  pour  toujours 
 at  aa  mok  balua  ju ; l'homme, il est bien mort
 ban 1; a. sa tête, son dessus b. sur, au-dessus de
 bwök  ban ; ma  tête
 bâm ; ta  — 
 ban; sa –    
 ban  thaan ; la tête du chef
 bwö  Paulo; la  tête  de  Paul
 ban uma; le toit
 ame  ip  nya  edhöö  ban  kic; il  me  pose  en  haut  sur  le  rocher 
 ban 2; dans :
 ta ban; champs d'ignames wailei  (Dioscorea  esculenta) 
 aten  ta  ban ; cultivateurs  de  walei 
 bana ; plante : ambrevade,  Cajanus  cajan  Schinz Guillaum.,  Légumineuse  à  graines  comestibles 
 baanu ; bourgeon  terminal,  coeur  du  cocotier 
 baang ; brise,  vent  léger 
 e  baang ; il  y  a  de l'air  (cf.  ba-  et  ang 1)
 baanyen; son  doigt  (de  main)  
 baanyok  ; mon – 
 baanyâm ; ton –
 baanye  xutu ; pouce 
 baanye  hünyäk; annulaire   (cf.  baa-)
 barakönyen  ; son  oreille 
 barakönyen  buaka ; l'oreille  du  cochon 
 bariiny  ; son  front
 bariik ; mon  — 
 bareem ; ton  — 
 basâân ; buée,  vapeur  d'eau  qui  sort  (cf.  ba-  et  sâân) 
 basesönginy ; rayonnement  du  soleil  couchant  ou  levant
 basin ; sein 
 homekan  basin ; mamelon  (cf.  asen,  asin) 
 baat ; caractère 
 bii  baat ; faire  la  tête 
 batâân ; germe 
 bateaeâ ; plante : Geitonoplesium  cymosum  A.  Cunn.,  Liliacée  à  pousses  comestibles  (cf.  ba-,  te- 3  et  aeâ) 
 baaten   ; son côté,  son  bord,  à  côté  de 
 baatök ; mon  côté 
 baatâm ; ton – 
 baaten  uma ; à  côté  de  la  maison
 baaten  waagewe ; rive
 baatetootr ; s'accroupir 
 bateu ; jeune  pousse  d'igname  (cf.  ba-,  te- 3  et  u 2) 
 baathap ; index  (cf.  baa-  et  -thap) 
 batr ;" batte  de  cricket  (anglais  ""bat"") "
 batra ;" beurre  (anglais  ""butter"") "
 batrii ; plante : Salvia  coccinea  Jus.,  Labiée 
 baaû ; en  vain,  sans  importance,  sans  valeur 
 bwele  baaû ; détourner  les  yeux 
 elääm  baaûâ  [baaûœ]; chercher  quelque  chose  en  vain 
 ûnyi  baaû; chose  sans  valeur 
 tavëët  baaû ; gens  du  commun,  sans  importance 
 baavëk ; vingt  (cf.  baa-  et  vëk) 
 baawakeiat ; auriculaire,  petit  doigt  (cf.  baa-  et  wakeiat) 
 baaxaca ; cinq  (cf.  baa-  et  xaca) 
 baxalaû ; lisse,  uni 
 bâ ; se  réfugier 
 hna  bâ ; refuge 
 bââk ;" caisse  (anglais  ""box"") "
 bâân ; devant,  en  avant,  en  tête,  précéder 
 ogeme  bwöök; je  vais  devant 
 umwe  bââm ; tu  vas  devant 
 ame  bâân ; il  va  devant 
 ame  bâân  huk ; il  me  précède 
 ame  bâân  hon ; il  le  précède 
 a  bâân ; avant,  auparavant 
 haba  a  bâân  me  e  bë  at  hnyi  hnyei  ; auparavant,  il  n'y  avait  personne  dans  le  pays 
 be ; préverbe  désidératif :  avoir  envie 
 be  han ; avoir  faim 
 be  ic ; avoir  soif 
 be  mokutr ; avoir  sommeil 
 be  hnyekon ; convoiter,  désirer 
 be  wâ; aimer  bien,  apprécier 
 be  weeny ; désirer 
 bee ; particule  optative : que...!  (souhait) 
 bee  he  dhö !  ; Vas-y !
 caa  bee  anyâ  ! ; ne  fais  pas  ça !  (cf. mee) 
 bebehû ; vite,  rapidement 
 ame  huliwa  bebehû; il  travaille  vite 
 ame  haa  bebehûâ [bebehûœ]; il  parle  vite 
 bebong ; pourri  (fruit) 
 bec ; éviter,  parer  un  coup  avec un bouclier  
 beec ; lent 
 bedrila ; a.  plante : Hibiseus  rosa-si-nensis  L.,  Malvacée  b.  clone  d'igname  (Dioscorea  alata) 
 obedrila ; fleur  d'Hibiscus 
 begö; poisson : petites  carangues  (nom  général),  Caranx  sp. 
 waketr  begö; petite  carangue  sp.  (cf.  vinee)
 begun ; plante : Graptophyllum  pictum  (L.)  Griff.  (cultivé),  Acanthacée  
 ibegun; un  pied  de  — 
 behelök ; lézard 
 bekiihnäânem (=  mekiihnäänem) ; être  affamé  
 bekoûnykum  (=  mekoünykum) ; avoir  faim  de  viande  ou  de  poisson 
 bekut ; poisson  Polydactylus  plebeius
 belai ; coquillages  roulés,  utilisés  comme  gravier 
 obelai; un  coquillage
 belen ; sa  boisson 
 belik; ma  — 
 belâm ; ta —  
 belik  köiö ;  mon  eau  (à  boire) 
 belen  köiö; son  —
 ha  belen ; donner  à  boire  à  quelqu'un 
 belet ; ceinture  (anglais  "belt")
 belök; cultiver, faire des cultures
 belökâ ; cultiver  quelque  chose  
 belökii  ++; 
 hna  belök ; champ  cultivé 
 ûen belök ; époque  des  cultures     
 beeni naai ; clone  de  bananier 
 beno ; natte  en  feuille  de  cocotier 
 iiny  beno ; sa  natte  
 beny ; parer  un  coup  avec  la  main 
 benyin ; sa main, son bras
 benyik ; ma main 
 benyâm ; ta — 
 benyin  a  metâ; sa  main  droite  
 benyin a  me  =  benyin  a  meeny  =  benyin  a  wacame ; sa  main  gauche 
 beo ; monnaie  de  coquillage  (originaire  de  la  Grande  Terre) 
 beöönua ; meilleur 
 u  at  a  u  beöönua ; tu  es  le  meilleur 
 u  beöönua  huk ; tu  es  meilleur  que  moi 
 u  beöönua hon ;  tu  es  meilleur  que  lui  
 berese ; plante : Euphorbia  heterophylla  L.,  Euphorbiacée  
 bet ; plante : Ficus  sp.  (à  grandes  feuilles),  Moracée
 ibet ; un  pied  de  —  
 bwiny bet ; battoirs  de  danse  en  écorce 
 betenge ; aimer,  avoir  pitié  de,  être  ému  par  
 betenge  käu ; l'aimer 
 betenge  gaan ; avoir  pitié  de  lui  
 ibetengien ; son  amour 
 sang betenge kâu ; émouvoir  quelqu'un 
 beû ; long,  longtemps
 e  beû ; c'est  long 
 ame  beû  hmââ  tootr ; il  s'allonge  de  plus  en  plus  
 iny na  mwöötr  beû  ju  ! ; pourvu  que  je  vive  longtemps !  
 ame  haa  beûâ  [beûœ]; il  parle  longtemps 
 ibeûen ; sa  longueur 
 oobeûâ  [oobeûœ]; allonger  quelque  chose 
 obeûbeû ; coquillages  turritelles et térêbres  sp. 
 beû  anginy ; clone  de  taro  d'eau 
 bexöt ; plein,  complet 
 bexöt  hia ; totalement 
 aa  bexöt  tö ; c'est  complet  
 -bë 1 ; dans : 
 obë ; amorce,  appât 
 habëë ; amorcer  
 bë 2 ; verbe  impersonnel  privatif :  pas  de,  sans 
 e  bë ; a. il n'y en a pas b. non  ! (réponse  négative) 
 e  bë  but ; il  n'y  en  a  plus 
 e  bë  homenâân ; il  étouffe 
 e  bë  falawa ; il  n'y  a  pas  de  pain 
 e  bë  ûnyi ; il  n'y  a rien 
 oobëë ; enlever,  faire  disparaître
 bëë ; construire un  mur
 bëek ; sac (anglais  "bag")
 bëk ; a.  plante : banian,  Ficus  prolixa  Forst.  f.,  Moracée  b.  ancienne  richesse  traditionnelle:  écheveau  de  corde  en  racine  de  banian  c.  case  rectangulaire 
 bëke ; bâton—tabac  (anglais  "tobacco")
 bëlëiketr ; couverture  (angl.  "blanket")  
 iiny  bëlëiketr ; sa  couverture  
 bëng ; oiseau : râle,  Rallus  philippensis  swindellsi 
 bi ; particule  marquant  l'insistance,  le  réfléchi,  la  simultanéité,  la  restriction 
 e  bi ; lui-même 
 u  bi ; toi-même   
 ka  inya  bi ; c'est  moi-même
 ke  soo  bi ; locution : mais  seulement,  mais  pourtant 
 ame  oo  bi  ke  hu  ke  ka  hnehne  hmetu  bi  ke  at ; dès  qu'un  bateau  arrive, un  autre  repart 
 wâ  bi ! ; regarde-le  bien,  fais-y  attention ! 
 bii 1 ;  faire  (+  complément  obligatoire) 
 bii  caan ; causer 
 bii  haten ; marquer 
 bii  huut ; faire  un  sacrifice,  une  offrande 
 bii  hlu ; servir,  faire  la  jeune  fille 
 bii  hwaaban ; payer 
 bii  jeeû ; préparer  les  vivres  pour  les  coutumes 
 bii  komok ; soigner 
 bii  sahaac ; préparer  les  ingrédients  pour  faire  la  marmite 
 bii  toon ; répliquer,  avoir  le  dernier  mot 
 bii  töö ; faire  de  la  corde  
 bii 2 ; abeille  (anglais  "bee")
 biâ ; danse, danser 
 bibiâ ; pilou 
 biâ  laba ; danse  assise 
 obiâ ; libellule 
 hna  biâ ; place  de  danse 
 bibii;  dans : bibii  baga = faire  le  malin
 bibiken; son  nombril 
 bibikök ; mon  nombril 
 bibikâm ; ton —
 tööiny bibiken ; son  cordon  ombilical 
 bicaawatr ; serpent  de  mer,  rayé  noir  et  blanc 
 bicâ ; mettre  quelque  chose sur  sa  tête,  coiffer  quelque  chose 
 bicâ  hnabûbëk ; mettre  un  chapeau 
 bicen ; sa  coiffure 
 bicök  basei ; ma  fleur (piqué dans  les  cheveux) 
 bicâm  basei ; ta -  
 bicen  basei ; sa -  (cf.  bicâ) 
 biifuucâ ; accuser  quelqu'un 
 biifuucii  +; (cf.  bii 1  et  fuuc)
 biigaan ; orgueilleux  (cf.  bii 1  et  gaan) 
 bigâ ; lancer  (pierres) 
 bigöö ++ ; 
 bigâ  iveto ; lancer une  pierre  (cf.  bök)  
 biget; ver  de  terre  
 tebiget ; nerf  
 biju;  seul,  de  reste 
 e  biju;  il  reste  seul 
 tavëët  a  ödra  biju  Hulup ; les  gens  qui  sont  restés  à  Hulup 
 umwaa  han  biju ; tu  resteras  à  manger  tout  seul 
 bong  biju  elee ; le  jour  d'après  
 biliny ; derrière,  après 
 bilik ; je  suis  derrière 
 bilâm ; tu  es  derrière 
 bili  Paulo ; Paul  est  derrière 
 umwaa  bilâm  ka  mok  ke  bwöök ; tu  mourras  le  dernier,  et  moi  le  premier 
 a  biliny ; après  
 jee  bong  a  biliny ; les  jours  à  venir 
 biny ; oiseau : "pigeon  vert  des  Îles", Ptilinopus  greyi
 binywä ; plante : Macaranga  vedeliana  Müll  .-Arg.,  Euphorbiacée 
 biitr ; gagner  (anglais  "beat")
 aree  biitr  ut ; ils  ont  gagné 
 bo- 1 ; préfixe :
 boeet ; épuisette 
 bohûnyoon ; son  aileron  (requin) 
 bokomok ; crâne  (sec)  
 boûjimen ; son  ongle  
 bo 2 ; sentir,  avoir  une  odeur,  dans  les  expressions  suivantes :  
