baabac;cimetière;68
bac;plante : magnania, Pueraria lobata, Légumineuse;68
baacl;poisson : mérou géant;68
baac?;poisson : petit lochon de TIVIÈTE;68
badarên;paresseux;68
baeep;postverbe de position : en travers;68
cu baeep;décliner (soleil);69
an baeep;couché en travers;69
bala-;allié;69
bala-n;son allié;69
baalaba;lit, plate-forme, séchoir (à coprah, à café);69
Balaar;Balade;69
baala-r;bout (de qqch. de long);69
pha baala-r;continuer (lift. prendre le bout);69
hava pha baala chao li va;nous avons continué notre travail (voir baara-);69
balayaen;(arch.) enfoncer (un clou, une sagaie);69
bale;balai (< français);69
baleen;balayer (transitif);69
bâlé-;pair, compagnon;69
bâlê-n;son compagnon;69
bâlé-naar;homonyme;69
bâlêm;poisson : bossu d'herbier, Lethrinus harak;69
bâlé-naar;homonyme;69
pe-bâlé-naara-le;ils portent tous les deux le même nom, ils sont homonymes;69
balexac;âpre au goût (comme une;69
banane;pas mûre);69
bang!;roussi (par le feu ou par le soleil);69
bang?;escarpé, à pic;69
ara-bang;surface verticale, à pic;69
baara-;a. bout de (qqch. de long);69
baara-mada;l'ourlet de la jupe;69
baara-yeek;bout de bois b. préfixe verbal : continuer à faire qqch.;69
ta baara-temwa;(voir baala-r) :l continue à marcher, il poursuit son chemin;69
bareo;feuille de pandanus séchée pour le tressage;69
baro;paresseux de tous côtés, dans tous les;69
bavala;Sens;69
maen bavala;lancer des cailloux de tous côtés;69
bayimwa;a. coquillage : "palourde" (utilisée pour râper les bananes, la chair de requin), Anadara scapha, Arcidé b. clone d'igname (Dioscorea alata);69
bayuur;droit, rectiligne;69
cu bayuur;se tenir droit;69
vaa bayuur;parler franchement;69
van bayuur;aller tout droit;69
bel;ver de terre;69
be?;dartre;69
bee-;beau-frère, belle-sœur;69
bee-ng;mon beau-frère;69
bee-ng daamwa;ma belle-sœur;69
bee-m;ton beau-frère;69
bee-m daamwa;ta belle-sœur;69
bee-la;leur beau-frère;69
bee-la raamwa;leur belle-sœur;69
beea;clone d'igname (Dioscorea alata);69
beega-;cousin croisé;69
beega-m;ton cousin;69
abeegan;les deux cousins croisés;69
beela;marcher à quatre pattes, ramper;69
belooc;osciller, être branlant, tituber (ivrogne);69
been!;mouillé;69
been?;vert (coco);69
nu been;coco vert;69
beno;natte en cocotier (faite avec quatre demi-palmes);70
beng;sec, sans eau (coco);70
nu beng;coco sec, sans eau;70
ber;fouetter, cingler;70
ba-ber;trique;70
ber gitaar;jouer de la guitare;70
beve, beveen;tourner, changer de place, se retourner;70
beve o;tourne-toi!;70
beveen bwaa-m;tourne la tête;70
no beve no;Je me retourne;70
wa-beveer;l'attitude;70
beexe;clone d'igname (Dioscorea alata);70
bexec;échauffement de la peau (à cause du frottement, de la chaleur ou de l'humidité);70
bi;tuyau;70
bia;œufs de crustacés;70
biibooc;poisson : mère loche Epinephelus cylindricus;70
bigic;visser, dévisser, faire tourner (comme une toupie);70
bilik;aspirer l'air entre les dents;70
biléên;plier (natte, papier);70
bfîléén tina dep;plie cette natte !;70
biliin;filer de la corde (en la roulant sur la cuisse);70
biin;maigre;70
phaliic bin;tuberculose;70
büra;tourbillon d'eau, mascaret;70
bit;poissons : nom général des picots chirurgiens" (Acanthurus sp.) nom spécifique du "picot canaque Acanthurus dussumieri;70
biyap;contourner, faire le tour de;70
ta biyave er;il le contourne;70
bo!;éteint (feu) éteindre (le feu);70
pha-bo-va;;70
bo?;pourri;70
bo;sentir (avoir une odeur);70
bo mwany;sentir mauvais;70
bo hô;sentir bon;70
boo-r;odeur de qqch;70
bo+;mur;70
boeen;bâtir;70
bôâc;pierre;70
bobor;a. coquillage : cône, Conus sp., Conidé , b. nom de l'ancien bracelet fait avec ce cône (arch.) c. rouleau (de corde);70
bobole jan;rouleau de corde;70
bocuur;bonjour (< français);70
boda-r;partie renflée, postérieure derrière, fesses;70
boda-m;ton derrière;70
boda-ja;notre derrière;70
boda mwa;nord (lit. derrière de la maison);70
boda waang;poupe du bateau mais;70
boraxa-k;talon (voir bora-!);70
boe;plante : arbre, Celastrus sp. Célastracée;70
bolaôe;dans :;70
pe-bolaüe;prêcher avec (qqn), en compagnie de;70
bole-;(+ suffixe possessif);70
ta chao bole-ng;il travaille avec MOI;70
ta van bole-n;:il l'accompagne, il va avec lui;70
boolic;petite holothurie (biche de mer);70
boom;ombre (portée) (les jeunes tendent à remplacer ce mot par;71
hâlû);;71
booma-ng;mon ombre;71
booma;embrasser;71
ta boomae no;il m'embrasse;71
bon;oiseau : goéland, mouette;71
boni;sentir (odorat);71
no boni hî gaan;je sens le parfum;71
bop jan;poisson : "grosses lèvres", loche casteix (quand elle est petite), Diagramma pictum;71
bor;couler (bateau), sombrer;71
boo-r;odeur de qqch.;71
boo-n;son odeur;71
boo tina muuc;l'odeur de la fleur (voir bo’);71
bora-!;derrière de (forme de boda-r dans certains composés);71
boraxa-k;talon;71
bora-2;cordon ombilical;71
bora-n;son cordon ombilical (voir phwäâ-bor nombril");71
boram;se baigner;71
ta pha-borame er;il le baigne;71
ta pha-borameen tina 4l6;il baigne l'enfant;71
borân;sombre, obscur;71
borân pu-phu;crépuscule;71
boraxa-k;talon;71
boraxa-m;ton talon (voir bora-! et kha-k);71
borivic;oiseau de mer;71
boxâliâ;nautile, Nautilus pompilius;71
booyaa;coquillage : grosse porcelaine, Cypréidé;71
boyim;articulation;71
boyima-m;tes articulations;71
boyima ye-k;coude;71
bul;tortue bonne-écaille;71
bu?;refuser, ne pas vouloir;71
bu no;je ne veux pas;71
bu-i;épaule;71
bu-m;ton épaule;71
bu-ja;notre épaule;71
bua;crier, pousser des "hourra";71
buac!;plante : bois-pétrole, Fagraea schlechteri Gilg et Bened., Loganiacée;71
buac?;a. marque que qqch. est réservé, marque d'interdit, tabou b. retenir une épouse, coutume + pour retenir une épouse;71
buayeen;(fransitif);71
buaxa-r;nageoires pectorales des poissons;71
buubu;mycose, champignons sur la peau;71
bucf;vert, pas mûr (fruit);71
buc?;coquillage : porcelaine (nom général), Cypréidé;71
buc?;enlever la carapace d'un crabe;71
buc waage;décarcasser le crabe;71
budo;tronc de bananier pourri dont la substance est utilisée pour boucher les trous de marmite;71
bul;football (< français "boule" ou anglais "ball" ?);71
cue bul;jouer au football;71
araxa-ng bul;mes chaussures de foot;71
bulaago;vermoulu, s'effriter (bois un peu pourri);71
bulaivi;casse-tête à bout rond;71
bulaap;crabe-carton (dont la carapace commence à être vide);71
bulep;se faire une entorse, se fouler un membre;72
buleva kha-ng;je me suis foulé le pied;72
bulic;parer un coup;72
buli ôny;étoffe fibreuse à la base de la palme de cocotier;72
bulim;éteint, sans descendance (clan);72
bulooc;clone de taro d'eau à feuilles comestibles;72
bulu!;demi-sommeil, somnolence;72
bulu?;envelopper;72
hava thu bulu nan Ihaïja wee-va;bw;72
no;nous enveloppons nos parts de poisson dedans;72
bwal;modalité assertive (précède le groupe prédicatif);72
bwa da ?;c'est quoi ?;72
bwa hauyu;je ne sais pas;72
bwa pwâ-nu;c'est un coco;72
bwa ti ?;c'est qui ?;72
bwa no;c'est moi;72
bwa ora;il pleut;72
bwa ra-m ora;il va pleuvoir (c'est sûr);72
bwa hon tava;c'est ouvert;72
bwa yo-n taa mo ka bwa no tu;;72
fau;tu restes 1C1, moi Jé Vais pêcher (sur le récif);72
bwa ha-ra taa ora bwa hon;;72
nyeewa-ar;il ne pleut pas car c'est l'époque de la sécheresse;72
bwa?2;connecteur causal : car puisque;72
wam ciibwin ka ra huu, huu, huu;;72
aojêlâ bwa ra phor pwaru;;72
puviââ-n;quant au rat, il mange;72
bumac;dans;72
cheexen bumac;strictement défendu;72
bume;poisson : sorte de maquereau;72
bup;détonner, éclater, exploser;72
buvaa;plante: oranger ancien, Citrus macroptera Montr., Rutacée;72
buvina;claquer des lèvres (en signe de mépris);72
buya;avoir du courage;72
buyaen;accepter (de faire qqch.);72
abuya;courageux (pour faire qqch.);72
buyu;plante: pourpier, Portulaca sp., Sesuvium Sp., Portulacacées mange, mange tout le temps car il a deux estomacs à remplir;72
bwa ha-ra taa ora bwa hon;;72
nyeewa-ar;il ne pleut plus car c'est l'époque de la sécheresse;72
bwaa-l;tête;72
bwaa-m;ta tête;72
bwaa-n;sa tête;72
bwaa-ja;notre tête;72
bwaa-n Yanik;la tête de Yanik;72
bwaa-la tina 410;la tête de l'enfant;72
bwaa-la tina chovan;tête du cheval;72
bwaa-;tête, sommet (de qqch.) (voir bwaa-r);72
bwaa-2;exclamation affective pauvre de (+ suffixe possessif);72
bwaa mwa!;pauvre de toi!;72
bwaa-n mwa!;pauvre de lui! le pauvre!;72
bwaa-la mwa!;les pauvres!;72
bwaa-ra mwa timi doo li no!;ma pauvre marmite!;73
bwaadak;front;73
bwaadaxa-m;ton front (voir aussi da!);73
bwade-r;sommet, cime;73
bwade yeek;cime d'arbre;73
bwaado;oiseau : martin-pêcheur, Halcyon sanctus canacorum;73
bwae;oiseau : aigle pêcheur, Haliastur sphenurus;73
bwaagelo;baisser la tête;73
bwage, bwageen;a. se retourner, changer de place, de direction;73
bwage o;tourne-toi b. rendre, remplacer;73
bwageen timi buac;rendre l'offrande coutumière;73
bwaivada;oiseau : rapace, sorte d'aigle;73
bwajan;petit crabe vert;73
bwaajelek;genou;73
bwaajelexa-m;ton genou;73
bwak;roussette, Pteropus sp.;73
pôlé bwak;poil de roussette;73
bwak thaamwa;roussette femelle;73
bwalagom;poisson : grosse murène, Gymnothorax javanicus;73
bwââläâp;poisson d'embouchure : perche argentée, Pomadasys hasta;73
bwâlâr;coquillage : "casque", Cassis sp., Cassididé;73
bwaalavaer;effet, résultat (d'un médicament, d'une action);73
bwaalu;terrain plat;73
bwamungeen;chiffonner (une étoffe), enrouler (du linge);73
bwan;nuit;73
éêna bwan;cette nuit (qui vient);73
éêmi duar bwan;la nuit dernière;73
bwan-imi;la nuit dernière;73
bwanenyomu;délibérer;73
bwaanunu;(arch.) soleil au zénith, plein midi;73
bwaany;poisson : mulet à queue carrée, Mugil vaigiensis;73
bwaaolee;oiseau : aigle pêcheur, Haliastur sphenurus (voir aussi bwae);73
bwaom;poisson : carangue noire, Caranx lugubris;73
bwar;bâton, casse-tête;73
bware-m;ton bâton;73
bwareen;frapper avec un casse-tête;73
ta bware er;il l'assomme (avec un bâton);73
bwaa-r;a. tête, dessus, sommet (de qqch.);73
ta bwe bwaa-r;il est sur le sommet;73
bwaa-la jur;sommet de la montagne;73
bwaa-la mwa;dernier rang de chaume sur le toit (assure l'étanchéité);73
bwaa-la the-k;mamelon du sein;73
bwaa-la uvi;tête d'igname (qu'on repique);73
pôlê bwaa-la mar;algues b. plus (employé dans la numé- ration au-dessus du nombre dix) :;73
pwarulfik bwaa-r pwâlâic;onze;73
pwarulffk bwaa-r pwaru;douze etc. (voir bwaa-!);73
bwaralap;oiseau : collier blanc, Columba vitiensis hypoenochroa;73
bwaudi;garder rancune, faire la tête;73
ta bwaudi no;il me garde rancune;74
bwauva;plante : gingembre sauvage, Zingibéracée;74
bwavac;coquillage : bénitier bleu, Tridacna maxima, Tridacnidé;74
bwavu;poisson : loche casteix, Plectorhynchus picus;74
bwavu thiixen;autre loche casteix;74
bwaaxa-r;classificateur numéral des paquets de choses longues : bottes, fagots (ex. canne à sucre, bambou);74
bwaaxaneen?;combien de fagots?;74
bwaaxalâic;un;74
bwaaxaru;deux etc;74
bwaaxa-jii-r;fagot, botte, faisceau de choses longues, attachées ensemble de canne à sucre (voir bwaaxa-r et jii-r);74
bwaaxala;petite pirogue à balancier (originaire des îles);74
bwaaxi;arcade sourcilière;74
bwaaxi-m;ton arcade sourcilière;74
pôlê bwaaxi-m;tes sourcils;74
bwaxiin;enlever, décoller;74
bwaaxolic;poisson : périophtalme (saute dans les palétuviers), Gobidé;74
bwaxudi;garder rancune, faire la tête (variante : bwaudi);74
bwe!;date, moment;74
bwe cabuk;saison froide;74
bwe chexeen;dimanche;74
bwe hodem;vendredi;74
bwe nhu;saison chaude;74
bwe xumaac;saison des grandes marées basses;74
bwe2;de sur (+ nom commun) |;74
bwe dilic;le sol, par terre;74
bwe mar;à terre, au sec, sur le platier;74
bwe mwa;le dessus la maison, le toit, sur la maison;74
bwe on;plage;74
bwe taap;le dessus de la table, sur la table;74
ta tina tholam bwe taap;le panier est sur la table;74
bwe uru;au vent, contre le vent;74
yer du bwe cha;elle est sur le récif;74
yer da bwe jur;elle est sur la montagne (voir bwee-r);74
bwéêlä;lézard (nom général);74
bwéêlä pû;sorte de lézard;74
bwelo;coquillage : olive sp., Olividé;74
bweeo;vent du sud-est, alizé (vent dominant dans la région);74
bwepone;bord de mer;74
yer bwepone;il est au bord de mer;74
bwee-r;dessus, sur (qqch.);74
bwee-ng;sur moi;74
ciwar temwa bwee-r;ne marche pas dessus !;74
