français#@#articulation#@#False#@#1554#@#109#@#283#@#33;pije#@#bocit#@#False#@#1553#@#877#@#113#@#34;fwâi#@#boyit#@#False#@#1554#@#1398#@#113#@#39;nemi 1 (Temala)#@#bocit#@#False#@#1552#@#1920#@#114#@#34;nemi 2 (côte est)#@#boyit#@#False#@#1554#@#2444#@#114#@#41;jawe#@#boyit#@#False#@#1554#@#2968#@#114#@#39;64
français#@#ses tendons#@#False#@#1629#@#109#@#255#@#30;pije#@#wô-tu-vhe-sang (T)#@#False#@#1625#@#874#@#418#@#40;fwâi#@#wä-tu-vhe-yek#@#False#@#1625#@#1396#@#305#@#39;nemi 1 (Temala)#@#wâ-tu-fe-ek#@#False#@#1625#@#1917#@#259#@#33;nemi 2 (côte est)#@#Wàä-tu-ve-ek#@#False#@#1626#@#2443#@#257#@#33;jawe#@#wè-juwac#@#False#@#1626#@#2967#@#186#@#38;64
français#@#poil, son poil#@#False#@#1698#@#108#@#328#@#41;pije#@#pun. puni-n#@#False#@#1697#@#874#@#257#@#40;fwâi#@#pun, puni-n#@#False#@#1697#@#1396#@#256#@#39;nemi 1 (Temala)#@#pun, puni-n#@#False#@#1697#@#1918#@#258#@#38;nemi 2 (côte est)#@#pun, puni-n#@#False#@#1698#@#2441#@#259#@#39;jawe#@#pun, puni-n#@#False#@#1697#@#2967#@#258#@#40;64
français#@#ses poils de corps#@#False#@#1770#@#109#@#424#@#42;pije#@#fuduu-n#@#False#@#1770#@#874#@#162#@#33;fwâi#@#pumaa-n#@#False#@#1777#@#1394#@#163#@#32;nemi 1 (Temala)#@#pumaa-n#@#False#@#1776#@#1917#@#164#@#32;nemi 2 (côte est)#@#pumaa-n#@#False#@#1777#@#2441#@#164#@#32;jawe#@#pumae-n#@#False#@#1777#@#2965#@#165#@#32;64
français#@#sa tête#@#False#@#2037#@#105#@#160#@#31;pije#@#ga-n#@#False#@#2047#@#870#@#91#@#30;fwâi#@#ga-n#@#False#@#2045#@#1391#@#93#@#32;nemi 1 (Temala)#@#bwa-n#@#False#@#2035#@#1914#@#117#@#33;nemi 2 (côte est)#@#bwa-n#@#False#@#2038#@#2438#@#117#@#33;jawe#@#bwa-n#@#False#@#2038#@#2962#@#117#@#33;64
français#@#son crâne (sec)#@#False#@#2109#@#105#@#346#@#36;pije#@#piin-ga-n#@#False#@#2109#@#870#@#209#@#40;fwâi#@#piin-ga-n#@#False#@#2109#@#1391#@#211#@#39;nemi 1 (Temala)#@#piin-bwa-n#@#False#@#2107#@#1913#@#237#@#40;nemi 2 (côte est)#@#piin-bwa-n#@#False#@#2110#@#2437#@#235#@#39;jawe#@#piin-bwa-n#@#False#@#2111#@#2961#@#236#@#38;64
français#@#son occiput#@#False#@#2181#@#104#@#255#@#39;pije#@#pwiye-ga-n (T)#@#False#@#2178#@#867#@#324#@#43;fwâi#@#pwiye-ga-n#@#False#@#2179#@#1390#@#235#@#42;nemi 1 (Temala)#@#pwiye-bwa-n#@#False#@#2181#@#1913#@#257#@#39;nemi 2 (côte est)#@#pwiye-bwa-n#@#False#@#2182#@#2437#@#258#@#39;jawe#@#pwiwii-n#@#False#@#2184#@#2961#@#187#@#38;64
français#@#le sommet du crâne#@#False#@#2253#@#104#@#422#@#33;pije#@#min-ga-n (T)#@#False#@#2253#@#866#@#276#@#40;fwâi#@#min-ga-n#@#False#@#2254#@#1391#@#188#@#41;jawe#@#nenee-n#@#False#@#2264#@#2958#@#164#@#25;64
français#@#sa fontanelle#@#False#@#2326#@#101#@#304#@#30;pije#@#hwan-hula-n#@#False#@#2325#@#866#@#257#@#33;fwâi#@#hwan-hule-n#@#False#@#2325#@#1387#@#259#@#33;nemi 1 (Temala)#@#hwan-hule-n#@#False#@#2326#@#1911#@#258#@#33;nemi 2 (côte est)#@#hwan-ule-n#@#False#@#2329#@#2434#@#235#@#33;jawe#@#hwan-ule-n (W)#@#False#@#2329#@#2958#@#324#@#36;64
français#@#cervelle, sa cervelle#@#False#@#2398#@#98#@#498#@#38;pije#@#hyagic, hyagiya-n (T) hyagic, hyagie-n#@#False#@#2394#@#863#@#900#@#43;nemi 1 (Temala)#@#hyagic, hyagie-n#@#False#@#2398#@#1908#@#378#@#39;nemi 2 (côte est)#@#hyagic, hyagie-n#@#False#@#2401#@#2432#@#377#@#40;jawe#@#hyagic, hyagie-n#@#False#@#2402#@#2957#@#379#@#41;64
français#@#ses cheveux#@#False#@#2470#@#99#@#255#@#29;pije#@#pun-ga-n#@#False#@#2477#@#863#@#186#@#32;fwâi#@#pun-ga-n#@#False#@#2477#@#1385#@#186#@#32;nemi 1 (Temala)#@#pun-bwa-n#@#False#@#2469#@#1908#@#212#@#37;nemi 2 (côte est)#@#pun-bwa-n#@#False#@#2473#@#2432#@#209#@#38;jawe#@#pun-bwa-n#@#False#@#2474#@#2957#@#210#@#38;64
français#@#mèche sur le front, huppe#@#False#@#2541#@#92#@#598#@#40;fwâi#@#bwili, bwilii-n#@#False#@#2539#@#1384#@#353#@#34;nemi 1 (Temala)#@#buili, bwilii-n#@#False#@#2540#@#1907#@#354#@#35;nemi 2 (côte est)#@#bwili, bwilii-n#@#False#@#2544#@#2430#@#354#@#34;jawe#@#bwili, bwilii-n#@#False#@#2546#@#2954#@#356#@#34;pije#@#(O)#@#False#@#2587#@#1126#@#56#@#36;64
français#@#grisonnant, à cheveux gris#@#False#@#2659#@#95#@#614#@#42;pije#@#mapwiik#@#False#@#2660#@#858#@#160#@#39;fwâi#@#mapwiik#@#False#@#2660#@#1381#@#162#@#39;nemi 1 (Temala)#@#mapwiik#@#False#@#2663#@#1904#@#163#@#38;nemi 2 (côte est)#@#mapwiik#@#False#@#2666#@#2428#@#162#@#38;jawe#@#mapwiik#@#False#@#2669#@#2952#@#163#@#37;64
français#@#cheveux blancs#@#False#@#2734#@#92#@#329#@#30;pije#@#pwiik#@#False#@#2732#@#857#@#114#@#39;fwâi#@#pwiik#@#False#@#2734#@#1381#@#114#@#39;nemi 1 (Temala)#@#pwiik#@#False#@#2735#@#1904#@#114#@#39;nemi 2 (côte est)#@#pwiik#@#False#@#2739#@#2428#@#113#@#39;jawe#@#pwiik#@#False#@#2742#@#2952#@#114#@#39;64
français#@#rouquin#@#False#@#2791#@#92#@#160#@#35;pije#@#koloot#@#False#@#2791#@#860#@#134#@#32;fwâi#@#koloot#@#False#@#2794#@#1383#@#134#@#32;64
français#@#albinos#@#False#@#508#@#269#@#165#@#34;pije#@#kKoopulo#@#False#@#501#@#1047#@#166#@#41;fwâi#@#koovulo#@#False#@#498#@#1580#@#164#@#35;nemi 1 (Temala)#@#koopulo#@#False#@#492#@#2113#@#164#@#42;nemi 2 (côte est)#@#koovulo#@#False#@#488#@#2646#@#164#@#35;jawe#@#koovulo#@#False#@#484#@#3177#@#164#@#35;65
français#@#chauve#@#False#@#586#@#271#@#141#@#29;pije#@#tha (T) hwata (O)#@#False#@#576#@#1049#@#211#@#82;fwâi#@#tha#@#False#@#575#@#1581#@#68#@#31;nemi 1 (Temala)#@#tha#@#False#@#570#@#2114#@#68#@#33;nemi 2 (côte est)#@#tha#@#False#@#565#@#2647#@#66#@#33;jawe#@#tha#@#False#@#560#@#3179#@#66#@#33;65
français#@#son front#@#False#@#706#@#274#@#211#@#29;pije#@#gaadaa-n#@#False#@#698#@#1050#@#192#@#39;fwâi#@#gaadaa-n#@#False#@#694#@#1583#@#190#@#42;nemi 1 (Temala)#@#gaadaa-n#@#False#@#690#@#2114#@#192#@#43;nemi 2 (côte est)#@#gaadaa-n#@#False#@#685#@#2647#@#190#@#42;jawe#@#gaadek, gaadexe-n#@#False#@#681#@#3180#@#408#@#42;65
français#@#sa tempe#@#False#@#783#@#276#@#188#@#31;pije#@#thalaa-n#@#False#@#769#@#1053#@#190#@#33;fwâi#@#thalaa-n#@#False#@#768#@#1584#@#190#@#33;nemi 1 (Temala)#@#thalaa-n#@#False#@#763#@#2116#@#190#@#35;nemi 2 (côte est)#@#thalaa-n#@#False#@#759#@#2650#@#189#@#33;jawe#@#jere-bua-n#@#False#@#755#@#3186#@#233#@#40;65
français#@#sa face, son visage#@#False#@#847#@#278#@#456#@#42;pije#@#kalemaa-n (T) karemaa-n (O)#@#False#@#841#@#1054#@#306#@#84;fwâi#@#karemaa-n#@#False#@#841#@#1587#@#213#@#35;nemi 1 (Temala)#@#maarn#@#False#@#847#@#2117#@#120#@#26;nemi 2 (côte est)#@#karemaa-n#@#False#@#832#@#2651#@#215#@#36;jawe#@#karemae-n#@#False#@#828#@#3184#@#214#@#38;65
français#@#oreille, son oreille#@#False#@#969#@#278#@#481#@#42;pije#@#jeena, jeena-n#@#False#@#966#@#1061#@#332#@#39;fwâi#@#jeena, jeene-n#@#False#@#962#@#1594#@#330#@#42;nemi 1 (Temala)#@#jeena, jeene-n#@#False#@#959#@#2126#@#330#@#43;nemi 2 (côte est)#@#jeena, jeene-n#@#False#@#956#@#2659#@#330#@#41;jawe#@#jeena, jeene-n#@#False#@#952#@#3190#@#331#@#42;65
français#@#son pavillon d'oreille#@#False#@#1041#@#281#@#528#@#43;pije#@#doonjeena-n#@#False#@#1038#@#1054#@#291#@#41;fwâi#@#doonjeene-n#@#False#@#1037#@#1587#@#290#@#40;nemi 1 (Temala)#@#doonjeene-n#@#False#@#1034#@#2120#@#290#@#40;nemi 2 (côte est)#@#doonjeene-n#@#False#@#1030#@#2653#@#288#@#40;jawe#@#doon-jeene-n#@#False#@#1028#@#3184#@#288#@#39;65
français#@#son trou d'oreille#@#False#@#1116#@#282#@#431#@#32;pije#@#hwanjeena-n#@#False#@#1113#@#1060#@#287#@#38;fwâi#@#hwanjeene-n#@#False#@#1113#@#1591#@#287#@#38;nemi 1 (Temala)#@#hwanjeene-n#@#False#@#1109#@#2123#@#288#@#39;nemi 2 (côte est)#@#hwan-jeene-n#@#False#@#1106#@#2657#@#285#@#39;jawe#@#huan-jeene-n#@#False#@#1103#@#3189#@#286#@#39;65
français#@#son lobe d'oreille#@#False#@#1187#@#284#@#432#@#36;fwâi#@#coonjeene-n (O)#@#True#@#1185#@#1594#@#286#@#41;nemi 1 (Temala)#@#coonjeene-n#@#False#@#1181#@#2126#@#286#@#42;nemi 2 (côte est)#@#coonjeene-n#@#False#@#1174#@#2659#@#286#@#48;jawe#@#coonjeene-n#@#False#@#1175#@#3191#@#286#@#42;65
français#@#son arcade sourcilière#@#False#@#1308#@#287#@#528#@#34;pije#@#gan-thämaa-n#@#False#@#1306#@#1063#@#288#@#41;fwâi#@#gan-thämaa-n#@#False#@#1306#@#1596#@#286#@#41;nemi 1 (Temala)#@#bwan-tnan-maa-n#@#False#@#1305#@#2126#@#361#@#33;nemi 2 (côte est)#@#buan-tnamaa-n#@#False#@#1302#@#2659#@#311#@#32;jawe#@#bwan-thivaen (Y) bwaxire-thivae-n (W)#@#False#@#1297#@#3190#@#475#@#87;65
français#@#oeil, son oeil#@#False#@#1429#@#287#@#334#@#39;pije#@#thâmaa-n#@#False#@#1427#@#1066#@#190#@#33;fwâi#@#thämaa-n#@#False#@#1427#@#1597#@#189#@#33;nemi 1 (Temala)#@#tnan-maa-n#@#False#@#1431#@#2130#@#238#@#29;nemi 2 (côte est)#@#tnamaa-n#@#False#@#1427#@#2663#@#187#@#29;jawe#@#thivae-n#@#False#@#1423#@#3195#@#188#@#32;65
français#@#pupille de l'oeil#@#False#@#1499#@#288#@#408#@#43;pije#@#kahyuk Le#@#False#@#1492#@#1069#@#484#@#51;fwâi#@#hyan-thâämaa-n#@#False#@#1501#@#1604#@#309#@#39;nemi 2 (côte est)#@#pwen-dadeng#@#False#@#1496#@#2664#@#261#@#41;jawe#@#pwen-dadeng#@#False#@#1496#@#3196#@#261#@#39;65
français#@#blanc de l'oeil#@#False#@#1570#@#288#@#360#@#34;pije#@#hulo Le thämaa-n (T)#@#False#@#1571#@#1067#@#476#@#36;fwâi#@#hulo Le thämaa-n#@#False#@#1573#@#1600#@#383#@#34;nemi 1 (Temala)#@#hna-pu lo#@#False#@#1569#@#2131#@#196#@#48;nemi 2 (côte est)#@#hna-pulo#@#False#@#1570#@#2666#@#189#@#40;jawe#@#hna-pulo#@#False#@#1568#@#3197#@#190#@#41;65
français#@#iris#@#False#@#1645#@#294#@#89#@#33;pije#@#vhiing Le thämaa-n (T) vhiing Le thämaa-n#@#False#@#1643#@#1070#@#964#@#45;nemi 1 (Temala)#@#hna-nyuup#@#False#@#1645#@#2133#@#216#@#40;nemi 2 (côte est)#@#hna-phom#@#False#@#1643#@#2667#@#190#@#40;jawe#@#hna-phom#@#False#@#1642#@#3199#@#190#@#40;65
français#@#globe de l'oeil#@#False#@#1714#@#292#@#359#@#43;pije#@#vhiye-thämaa-n (T)#@#False#@#1717#@#1071#@#425#@#39;fwâi#@#vhiye-thâämaa-n#@#False#@#1718#@#1603#@#336#@#39;nemi 1 (Temala)#@#fiye-tnamaa-n#@#False#@#1718#@#2136#@#310#@#40;nemi 2 (côte est)#@#fiye-tnamaa-n#@#False#@#1717#@#2669#@#309#@#40;jawe#@#buuve-thivaen#@#False#@#1715#@#3199#@#311#@#33;65
français#@#son nez#@#False#@#1796#@#295#@#163#@#21;pije#@#hwädi-n#@#False#@#1787#@#1073#@#166#@#33;fwâi#@#hwâdi-n#@#False#@#1789#@#1604#@#166#@#33;nemi 1 (Temala)#@#hwâädi-n#@#False#@#1790#@#2137#@#166#@#35;nemi 2 (côte est)#@#huâdi-n#@#False#@#1789#@#2670#@#164#@#33;jawe#@#huädi-n#@#False#@#1787#@#3202#@#165#@#35;65
français#@#les ailes de son nez#@#False#@#1859#@#298#@#478#@#30;pije#@#diiboon-hwädi-n (T)#@#False#@#1859#@#1073#@#451#@#35;fwâi#@#diiboon-hwädi-n#@#False#@#1862#@#1604#@#361#@#33;nemi 1 (Temala)#@#diiboon-hwädi-n#@#False#@#1863#@#2136#@#361#@#34;nemi 2 (côte est)#@#diiboon-hwädi-n#@#False#@#1861#@#2669#@#360#@#33;jawe#@#diboloon-hwädi-n (x) diiboon-hwädi-n (W)#@#False#@#1859#@#3200#@#476#@#85;65
français#@#sa joue#@#False#@#1977#@#299#@#165#@#39;pije#@#poaa-n#@#False#@#1987#@#1076#@#143#@#31;fwâi#@#posaa-n#@#False#@#1990#@#1609#@#141#@#31;nemi 1 (Temala)#@#pwaawaa-n#@#False#@#1993#@#2140#@#215#@#29;nemi 2 (côte est)#@#pwawaa-n#@#False#@#1990#@#2673#@#189#@#31;jawe#@#pwaa-n .#@#False#@#1979#@#3206#@#167#@#50;65
français#@#sa bouche#@#False#@#2052#@#302#@#214#@#32;pije#@#hwa-n#@#False#@#2054#@#1087#@#117#@#33;fwâi#@#hwa-n#@#False#@#2055#@#1617#@#120#@#32;nemi 1 (Temala)#@#hua-n#@#False#@#2056#@#2150#@#118#@#32;nemi 2 (côte est)#@#hua-n#@#False#@#2052#@#2683#@#118#@#33;jawe#@#hwa-n#@#False#@#2051#@#3215#@#118#@#31;65
français#@#ses lèvres#@#False#@#2123#@#302#@#237#@#30;pije#@#ciin-hwa-n#@#False#@#2124#@#1089#@#236#@#33;fwâi#@#ciin-hwa-n#@#False#@#2126#@#1620#@#238#@#33;nemi 1 (Temala)#@#doon-hwa-n#@#False#@#2127#@#2149#@#242#@#33;nemi 2 (côte est)#@#ciin-hwa-n#@#False#@#2123#@#2685#@#237#@#34;jawe#@#doon-hwa-n#@#False#@#2111#@#3215#@#239#@#45;65
français#@#sa dent#@#False#@#2196#@#304#@#164#@#32;pije#@#pae-hwa-n#@#False#@#2198#@#1092#@#213#@#39;fwâi#@#paa-hwa-n#@#False#@#2198#@#1623#@#213#@#40;nemi 1 (Temala)#@#paye-hwa-n#@#False#@#2199#@#2155#@#237#@#40;nemi 2 (côte est)#@#paioa-n#@#False#@#2196#@#2687#@#166#@#41;jawe#@#payoa-n#@#False#@#2203#@#3219#@#166#@#32;65
français#@#brèche-dent#@#False#@#2267#@#303#@#266#@#30;pije#@#fwado#@#False#@#2270#@#1093#@#115#@#33;fwâi#@#fwado#@#False#@#2271#@#1625#@#116#@#33;nemi 1 (Temala)#@#hwado#@#False#@#2272#@#2156#@#118#@#35;nemi 2 (côte est)#@#hwado#@#False#@#2270#@#2689#@#117#@#33;jawe#@#hwado#@#False#@#2268#@#3220#@#117#@#33;65
français#@#sa langue#@#False#@#2339#@#307#@#214#@#42;pije#@#kuvehma-n#@#False#@#2340#@#1095#@#211#@#35;fwâi#@#kKuehma-n#@#False#@#2343#@#1626#@#189#@#35;nemi 1 (Temala)#@#kuvehma-n#@#False#@#2344#@#2157#@#215#@#35;nemi 2 (côte est)#@#kuvema-n#@#False#@#2343#@#2692#@#187#@#33;jawe#@#Kkuvema-n#@#False#@#2342#@#3215#@#197#@#53;65
français#@#sa luette#@#False#@#2412#@#307#@#214#@#32;pije#@#Ka-cila Le noo-n (T)#@#False#@#2412#@#1096#@#472#@#36;fwâi#@#ka-cila Le noo-n#@#False#@#2415#@#1627#@#383#@#36;nemi 1 (Temala)#@#ka-cila Le noo-n#@#False#@#2418#@#2159#@#385#@#35;nemi 2 (côte est)#@#ka-cila Le noo-n#@#False#@#2415#@#2693#@#382#@#35;jawe#@#ka-cila Le noo-n#@#False#@#2414#@#3225#@#383#@#34;65
français#@#son gosier, sa gorge#@#False#@#2481#@#310#@#481#@#44;pije#@#thoo-n (T)#@#False#@#2483#@#1097#@#231#@#37;fwâi#@#thoon-goo-n#@#False#@#2487#@#1629#@#261#@#42;nemi 2 (côte est)#@#thoon-goo-n#@#False#@#2488#@#2693#@#262#@#39;jawe#@#thoo-n (Y) thoon-goo-n (W)#@#False#@#2487#@#3225#@#354#@#88;65
français#@#sa pomme d'Adam#@#False#@#2599#@#311#@#357#@#42;pije#@#wWaan-uva 0 no0o-n#@#False#@#2614#@#1096#@#386#@#24;fwâi#@#(T) wâä-no0o-n#@#False#@#2605#@#1540#@#314#@#39;nemi 2 (côte est)#@#waan-uva © n00-n#@#False#@#2617#@#2693#@#386#@#24;65
français#@#son menton#@#False#@#2677#@#311#@#239#@#28;pije#@#pae-puhwa-n#@#False#@#2674#@#1099#@#262#@#42;fwâi#@#pae-puhwa-n#@#False#@#2679#@#1632#@#262#@#40;nemi 1 (Temala)#@#paye-puhwa-n#@#False#@#2681#@#2165#@#285#@#41;nemi 2 (côte est)#@#paye-puwa-n#@#False#@#2689#@#2696#@#262#@#31;jawe#@#paye-pua-n#@#False#@#2690#@#3229#@#238#@#32;65
français#@#sa barbe#@#False#@#2748#@#314#@#187#@#30;pije#@#puhwa-n#@#False#@#2749#@#1100#@#166#@#39;fwâi#@#puhwa-n#@#False#@#2753#@#1633#@#166#@#39;nemi 1 (Temala)#@#puhwa-n#@#False#@#2756#@#2166#@#166#@#41;nemi 2 (côte est)#@#puwa-n#@#False#@#2763#@#2699#@#140#@#32;jawe#@#pua-n#@#False#@#2765#@#3230#@#117#@#30;65
français#@#son cou#@#False#@#482#@#102#@#162#@#22;pije#@#noo-n#@#False#@#478#@#868#@#116#@#26;fwâi#@#noo-n#@#False#@#477#@#1388#@#117#@#27;nemi 1 (Temala)#@#noo-n#@#False#@#477#@#1913#@#115#@#26;nemi 2 (côte est)#@#noo-n#@#False#@#478#@#2438#@#116#@#26;jawe#@#noo-n#@#False#@#478#@#2964#@#117#@#25;66
français#@#sa nuque#@#False#@#554#@#102#@#185#@#31;pije#@#pue-n00o-n#@#False#@#553#@#868#@#211#@#29;fwâi#@#pue-n00o-n#@#False#@#552#@#1390#@#210#@#30;nemi 1 (Temala)#@#pue-noo-n#@#False#@#552#@#1913#@#211#@#30;nemi 2 (côte est)#@#puxe-no0o-n*+rpue-n0o-n pue-no0o-n#@#False#@#553#@#2438#@#739#@#29;66
français#@#ventre, son ventre#@#False#@#817#@#100#@#427#@#31;pije#@#jics jia-n#@#False#@#807#@#871#@#231#@#40;fwâi#@#jic, jie-n#@#False#@#805#@#1393#@#230#@#41;nemi 1 (Temala)#@#jic, jie-n#@#False#@#805#@#1917#@#230#@#41;nemi 2 (côte est)#@#jic, jie-n#@#False#@#807#@#2441#@#232#@#40;jawe#@#jice jie-n#@#False#@#808#@#2968#@#232#@#39;66
français#@#son dos, son envers#@#False#@#884#@#104#@#446#@#38;pije#@#dai-n#@#False#@#879#@#864#@#120#@#33;fwâi#@#dai-n#@#False#@#877#@#1387#@#118#@#33;nemi 1 (Temala)#@#dai-n#@#False#@#876#@#1910#@#119#@#33;nemi 2 (côte est)#@#dai-n#@#False#@#877#@#2435#@#119#@#35;jawe#@#jai-n#@#False#@#877#@#2967#@#112#@#41;66
français#@#son dos, sa colonne vertébrale (son 05)#@#False#@#955#@#102#@#618#@#82;pije#@#duu-n#@#False#@#951#@#866#@#118#@#33;fwâi#@#duu-n#@#False#@#951#@#1387#@#118#@#33;nemi 1 (Temala)#@#duu-n#@#False#@#949#@#1910#@#118#@#35;nemi 2 (côte est)#@#duu-n#@#False#@#951#@#2435#@#119#@#34;jawe#@#duu-n#@#False#@#951#@#2961#@#118#@#34;66
français#@#son côté, son flanc#@#False#@#1073#@#104#@#447#@#39;pije#@#jela-n#@#False#@#1072#@#874#@#134#@#39;fwâi#@#jele-n#@#False#@#1072#@#1394#@#136#@#37;nemi 1 (Temala)#@#jele-n#@#False#@#1069#@#1915#@#137#@#39;nemi 2 (côte est)#@#jele-n#@#False#@#1072#@#2441#@#137#@#37;jawe#@#jele-n#@#False#@#1072#@#2967#@#137#@#40;66
français#@#sa hanche#@#False#@#1148#@#104#@#207#@#29;pije#@#kudie-jia-n#@#False#@#1142#@#870#@#256#@#39;fwâi#@#pwege-n#@#False#@#1151#@#1390#@#163#@#32;nemi 1 (Temala)#@#pwege-n#@#False#@#1151#@#1913#@#164#@#30;nemi 2 (côte est)#@#pwege-n#@#False#@#1152#@#2438#@#163#@#31;jawe#@#pweje-n#@#False#@#1144#@#2963#@#165#@#39;66
français#@#son sternum#@#False#@#1224#@#104#@#258#@#26;pije#@#jabii-n (T)#@#False#@#1214#@#873#@#248#@#39;fwâi#@#jabii-n#@#False#@#1214#@#1394#@#159#@#39;nemi 1 (Temala)#@#jabii-n#@#False#@#1214#@#1915#@#162#@#39;nemi 2 (côte est)#@#jabii-n#@#False#@#1216#@#2443#@#158#@#38;jawe#@#jabii-n#@#False#@#1216#@#2967#@#160#@#39;66
français#@#ses côtes#@#False#@#1290#@#104#@#206#@#32;pije#@#Wâgee-n#@#False#@#1289#@#868#@#165#@#39;fwâi#@#wâgee-n#@#False#@#1288#@#1390#@#164#@#40;nemi 1 (Temala)#@#wâgee-n#@#False#@#1286#@#1911#@#166#@#41;nemi 2 (côte est)#@#wâgee-n#@#False#@#1289#@#2437#@#166#@#41;jawe#@#wâgee-n#@#False#@#1288#@#2961#@#167#@#42;66
français#@#sa poitrine (torse)#@#False#@#1361#@#104#@#443#@#41;pije#@#bwaanga-n#@#False#@#1358#@#868#@#211#@#42;fwâi#@#bwaange-n#@#False#@#1358#@#1390#@#212#@#41;nemi 1 (Temala)#@#bwaange-n#@#False#@#1357#@#1913#@#210#@#42;nemi 2 (côte est)#@#bwaange-n#@#False#@#1360#@#2437#@#212#@#39;jawe#@#bwaange-n#@#False#@#1360#@#2961#@#213#@#40;66
